345,ESPINDOLA & CARDOSO LTDA,02191172000115,Sim
28,CELE COMERCIO DE FRALDAS DESCARTAVEIS LTDA,02209340000152,Sim
52,ESPINDOLA OLIVEIRA TRANSPORTES EIRELI,03074757000118,Sim
56,TRANSPORTES ROSALINO EIRELI,04857226000164,Sim
39,JANETE APARECIDA MENDES,05241225000153,Sim
346,ADONES RECH DE MOURA E CIA LTDA,05366368000191,Sim
366,BIOPLUS  DESENVOLVIMENTO BIOTECNOLOGICO LTDA,06025634000185,Sim
363,BIOPLUS  DESENVOLVIMENTO BIOTECNOLOGICO LTDA,06025634000266,Sim
367,BIOPLUS  DESENVOLVIMENTO BIOTECNOLOGICO LTDA,06025634000347,Sim
362,CARMAX INDUSTRIA E COMERCIO DE PECAS LTDA,07444353000120,Sim
356,PHI INDUSTRIA AMBIENTAL LTDA,07478717000192,Sim
350,MINERADORA ITACOLOMI LTDA,07570595000160,Sim
178,OURIQUE ELETRICIDADE E CONSTRUCOES LTDA,07626726000183,Sim
46,IMPERIO ROCCE COMERCIO VAREJISTA DE MARMORES E GRANITOS EIRELI,08148186000132,Sim
330,NTI INFORMATICA LTDA,08673108000157,Sim
341,METARAL USINAGEM METALURGICA LTDA,08813491000100,Sim
349,IRMAOS RECH DE MOURA LTDA,09348492000185,"Existe mensagem não lida na caixa de entrada, situação fiscal não baixada!"
361,MULTIMED SERVICOS MEDICOS LTDA,09572552000149,Sim
2005,ENGETEC BRASIL INDUSTRIA COMERCIO E SERVICOS EM ELEVADORES EIRELI,11280528000188,Sim
352,DARCY FREITAS E CIA LTDA,12521096000112,Sim
91,MARAGATO FC COMERCIO DE ARMAS E ACESSORIOS LTDA,12837424000194,Sim
343,CENTRO DE EDUCACAO INFANTIL TURMA DA ALEGRIA LTDA,12967004000122,Sim
152,A COSTA REPRESENTACAO COMERCIAL LTDA,13172360000112,Sim
373,TURMA DO KREP`S E DOS DOCES LTDA,15566210000119,Sim
84,HAITO & SILVA CORRETORA DE SEGUROS LTDA,16459030000109,Sim
114,HUMANIZAR TREINAMENTO SELECAO E DESENVOLVIMENTO PROFISSIONAL LTDA,16581391000115,Sim
29,ESG REVESTIMENTO EM METAIS LTDA,16861444000151,Sim
338,LTM ASSESSORIA IMOBILIARIA LTDA,17967221000136,Sim
210,AIRSAFETY TREINAMENTO EM SISTEMA DE GERENCIAMENTO DE SEGURANCA OPERACIONAL LTDA,18289753000124,Sim
348,BOULANGER E CASEMIRO LTDA,18506130000166,Sim
57,MARMORARIA D ITALIA EIRELI,18801417000119,Sim
2003,ENGESERVICE SOLUCOES EM ENGENHARIA LTDA,19080881000126,Sim
,,,"Erro ao carregar página, situação fiscal não baixada!"
,,,"Erro ao carregar página, situação fiscal não baixada!"
,,,"Erro ao carregar página, situação fiscal não baixada!"
,,,"Erro ao carregar página, situação fiscal não baixada!"
,,,"Erro ao carregar página, situação fiscal não baixada!"
,,,"Erro ao carregar página, situação fiscal não baixada!"
92,BAMPI & PERES DISTRIBUIDORA DE AGUA LTDA,19704895000173,Sim
337,VANDELSON DE OLIVEIRA,20943084000104,Sim
42,CORES & CORES COMERCIO DE TINTAS LTDA,21410131000117,Sim
351,SINGULAR  SAUDE MEDICINA E SEGURANCA DO TRABALHO EIRELI,23207948000118,Sim
382,JR COMANDOS E SOLUCOES DE AUTOMACAO LTDA,24768555000146,Sim
142,M R F LANCHERIA EIRELI,25128118000120,Sim
176,IGREJA EVANGELICA A VOZ DE MUITAS AGUAS,25423555000177,Sim
151,SVM PRODUTORA EIRELI,27249386000126,Sim
188,VRCRED EMPRESTIMOS LTDA,28750752000199,Sim
295,LIDER DO XIS LANCHES LTDA,28778772000178,Sim
163,INFINITY COMERCIO DE ARTIGOS DO VESTUARIO LTDA,28791837000115,Sim
167,R & R INSTALACAO E MANUTENCAO DE ELEVADORES LTDA,28835457000135,Sim
333,DEISE LEMES COMERCIO DE CONFECCOES LTDA,30910001000134,Sim
180,ADR TOPOGRAFIA EIRELI,31276039000160,Sim
211,PIERI COMERCIO DE SUSPENSOES E RODAS LTDA,31433653000198,Sim
185,P A MELLO DA SILVA MERCEARIA,32212192000196,Sim
377,TATSCH SERVI�OS DE PR� IMPRESS�O LTDA,33404374000121,Sim
200,UNICA INCORPORADORA LTDA,34190240000118,Sim
374,CARDOSO MOVEIS SOB MEDIDA LTDA,34410508000180,Sim
201,ATALAIA SOLUCOES EM SERVICOS DE LIMPEZA LTDA,34487468000174,Sim
319,GILMAR ROBERTO,35020235000120,Sim
298,APA ESQUADRIAS E SERVI�OS LTDA,35325450000139,Sim
262,LACHAPELLE SERVICOS MEDICOS LTDA,35564514000154,Sim
213,IPAUD  IGREJA PENTECOSTAL DO AVIVAMENTO E DA UNCAO DE DEUS,36495249000162,Sim
216,MINISTERIO PENTECOSTAL DO DEUS VIVO EM BUSCA DAS OVELHAS PERDIDAS,37190846000141,Sim
272,POPEYE LANCHES LTDA,37377094000122,Sim
360,CARDOSO MIDIA LTDA,37406235000198,Sim
220,RYWYM INSTALACAO E REPARACAO DE MAQUINAS INDUSTRIAIS LTDA,37486606000199,Sim
221,GRAZY ALOS SERVICOS DE ENFERMAGEM LTDA,37607367000188,Sim
227,CASSI SERVICOS ADMINISTRATIVOS LTDA,38085333000133,Sim
246,TRANSLOPES TRANSPORTES DE CARGAS LTDA,38477531000142,Sim
248,HOTLOG LOGISTICA LTDA,39375261000121,Sim
250,INSTELLMAX ENGENHARIA LTDA,39573898000122,Sim
264,DAVI MATERIAL DE CONSTRUCAO LTDA,40283844000101,Sim
364,RECANTO DOS ASSADOS LTDA,41001211000126,Sim
287,FERREIRA COM MAT CONSTRUCAO LTDA,41520523000146,Sim
292,MEANS LOVE BABY COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E COMPLEMENTOS LTDA,41699580000134,Sim
380,GUSTAVO DANERES COMERCIAL LTDA,41784131000194,Sim
315,IMPERIO MOVEIS COMERCIO LTDA,41844726000198,Sim
354,AFL ESTACAO 231 BAR LTDA,42425716000180,Sim
372,WAF EQUIPAMENTOS INDUSTRIAIS E PROTECOES TELESCOPICAS LTDA,42499942000106,Sim
297,MAFRE REPRESENTACOES COMERCIAIS LTDA,42562994000180,Sim
355,ROGERIO DE SOUZA PNEUMATICOS,42579356000171,Sim
305,DEMETRIUS PINTO CORRETORA DE SEGUROS DE VIDA E PREVIDENCIA PRIVADA LTDA,43728640000125,Sim
307,SANT`ANNA FERRAGENS LTDA,44008588000103,Sim
309,MAIARA GRACIELE FONTOURA PINHEIRO,44363348000119,"Existe mensagem não lida na caixa de entrada, situação fiscal não baixada!"
11045,V&M ASSESSORIA EMPRESARIAL LTDA,44662224000134,Sim
325,VIP TRANSPORTES EXPRESS LTDA,45740713000120,Sim
323,PATRICIA CHARARA  CONSULTORIA EM MEDICINA E SEGURANCA DO TRABALHO LTDA,45916257000126,Sim
322,IELAR IGREJA EVANGELICA LANCANDO A REDE,46234339000153,Sim
332,REETTI LOCACOES LTDA,46417005000115,Sim
328,METRICA SOLUCOES EM COBRANCA LTDA,46717230000177,Sim
316,CLEAN CODE SOFTWARE LTDA,46893508000167,Sim
326,GB COMERCIO VAREJISTA DE VARIEDADES LTDA,48124041000116,Sim
357,TRANSKEKA TRANSPORTES TERRESTRE LTDA,48507900000156,Sim
358,ASSEMBLEIA DE DEUS MISSIONARIA ULTIMA HORA,48564069000174,Sim
359,FAMILIA POPEYE LANCHES LTDA,48645390000183,Sim
365,FERNANDO OCHOA IMOVEIS LTDA,49183877000154,Sim
369,PALMITO`S STORE COMERCIO DE PRODUTOS BIOTECNOLOGICOS LTDA,49218550000170,Sim
370,LASER MACHINE SOLUTION LTDA,50153440000157,Sim
371,FC FESTA LTDA,50225310000182,Sim
385,JJCOELHO CONSULTORIA GESTAO E COMERCIO LTDA,50636860000194,Sim
,,,"Erro ao carregar página, situação fiscal não baixada!"
,,,"Erro ao carregar página, situação fiscal não baixada!"
,,,"Erro ao carregar página, situação fiscal não baixada!"
,,,"Erro ao carregar página, situação fiscal não baixada!"
,,,"Erro ao carregar página, situação fiscal não baixada!"
,,,"Erro ao carregar página, situação fiscal não baixada!"
384,ILOSO CONSULTORIA EM GESTAO EMPRESARIAL LTDA,51277794000176,Sim
,,,"Erro ao carregar página, situação fiscal não baixada!"
,,,"Erro ao carregar página, situação fiscal não baixada!"
,,,"Erro ao carregar página, situação fiscal não baixada!"
,,,"Erro ao carregar página, situação fiscal não baixada!"
,,,"Erro ao carregar página, situação fiscal não baixada!"
,,,"Erro ao carregar página, situação fiscal não baixada!"
386,MCB DISTRIBUIDORA DE PRODUTOS BIOTECNOLOGICOS LTDA,51503269000121,Sim
61,CGO CORREA,74725573000119,Sim
19,ANALINO ROMACI SIRTULI,74762907000124,Sim
347,DROGARIA PETRY LTDA,89717474000162,?????????????????????????????
340,TORNESUL TORNEARIA SUL LTDA,91981530000113,Sim
48,ANTONIO LAZARO BRAUM,97189179000109,Sim
